Unnamed: 0,Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense,CodeText,ImageURLs
302,79139431,1,,,2024-10-30 01:42:20,,1,81,"Im developing Fullstack React Web App project. In a component (which includes many stuff) cant display the username properly. And when i do other functions are broken. What is the problem on my codes and how can i fix it ?
In planning to create a gang component with fully capable of; create gang, promote-demote user, disband, quit(for members), fire members. And it will display the members for whom a member of. Is user not in a gang, it will fetch the avaible gangs and user can request join.
Its using store and zustand. I was trying to work it out for days and AI involved but i cant solve the problem. The usernames on the Gangs page not shown neither roles(promote-demote stuff). Its bigger than project now. It was on file so i seperated but its still same. If required/wanted i can share my zustand/store too.
If any editor readings this for approval i kindly ask for optimization for this question. Im really cozy head right now. Would you please help me to improve my question and make it more clear ? Is it too complex or not enough sharing ? I dont think its backend related because i see the names before and backend is simple and on console.log i can print. But is it needed to share the backend code or too much ?
Main page -> Gangs.js
import React, { useEffect } from 'react';
import GangDetails from './GangDetails';
import AvailableGangs from './AvailableGangs';
import useGangsStore from '../store/gangsStore';
import { fetchUserId, fetchUserGang } from '../services/gangsService';

const Gangs = () => {
  const { userGang, setUserId, setUserGang, setGangs, setLoading, setMessage } = useGangsStore();

  useEffect(() => {
    const fetchData = async () => {
      try {
        const { userId } = await fetchUserId();
        setUserId(userId);

        const userGangData = await fetchUserGang(userId);
        if (userGangData && userGangData.id) {
          setUserGang(userGangData);
        } else if (userGangData && userGangData.gangs) {
          setGangs(userGangData.gangs);
          setUserGang(null);
        } else {
          setUserGang(null);
          setMessage('No gang or available gangs found.');
        }
      } catch (error) {
        console.error('Error fetching user or gang data:', error);
        setMessage('Error fetching user information.');
      } finally {
        setLoading(false);  // Important to stop loading
      }
    };

    fetchData();
  }, [setUserId, setUserGang, setGangs, setLoading, setMessage]);


  return (
    <div>
      <h2>Gangs</h2>
      {userGang ? <GangDetails /> : <AvailableGangs />}
    </div>
  );
};

export default Gangs;

The components ->
GangDetails.js
// frontend/src/components/GangDetails.js
import React from 'react';
import useGangsStore from '../store/gangsStore';
import {
  promoteGangMember,
  degradeGangMember,
  fireGangMembers,
  disbandGang,
  quitGang,
} from '../services/gangsService';

const GangDetails = () => {
  const { userGang, userId, gangJoinRequests, setMessage } = useGangsStore();
  console.log('GangDetails userGang:', userGang?.members);

  return (
    <div>
      <h3>Your Gang</h3>
      <p>Gang Name: {userGang.name}</p>
      <p>Leader Username: {userGang.leader_name}</p>
      <p>Members Count: {userGang.members_count}</p>

      <div>
        <b>Members:</b>
        <div>
          {userGang.members && userGang.members.length > 0 ? (
            userGang.members.map((member, index) => (
              <div key={index} style={{ display: 'flex', alignItems: 'center' }}>
                <span>{member.username || 'Unnamed Member'} ({member.role || 'No Role'})</span>
                {userGang.leader_id === userId && member.role !== 'leader' && (
                  <>
                    <button onClick={() => fireGangMembers(userGang.id, member.username)}>
                      Fire!
                    </button>
                    <button onClick={() => promoteGangMember(member.username)}>
                      Promote to Crew
                    </button>
                    <button onClick={() => degradeGangMember(member.username)}>
                      Degrade to Member
                    </button>
                  </>
                )}
              </div>
            ))
          ) : (
            <p>No members found</p>
          )}
        </div>
      </div>

      {userGang.leader_id !== userId && (
        <button onClick={quitGang}>Quit Gang</button>
      )}

      {userGang.leader_id === userId && (
        <>
          <p><u>Join Requests:</u></p>
          {gangJoinRequests.length > 0 ? (
            gangJoinRequests.map((username, index) => (
              <div key={index}>
                <span>{username}</span>
                <button>Accept</button>
                <button>Decline</button>
              </div>
            ))
          ) : (
            <p>No join requests</p>
          )}
          <button onClick={disbandGang}>Disband Gang</button>
        </>
      )}
    </div>
  );
};

export default GangDetails;

gangsStore.js
import { create } from 'zustand';

const useGangsStore = create((set) => ({
  gangs: [],
  userGang: null,
  gangName: '',
  message: '',
  userId: null,
  loading: true,
  gangJoinRequests: [],
  username: '',

  setGangs: (gangs) => set({ gangs }),
  setUserGang: (userGang) => set({ userGang }),
  setGangName: (gangName) => set({ gangName }),
  setMessage: (message) => set({ message }),
  setUserId: (userId) => set({ userId }),
  setLoading: (loading) => set({ loading }),
  setGangJoinRequests: (requests) => set({ gangJoinRequests: requests }),
  setUsername: (username) => set({ username }),
}));

export default useGangsStore;

I have AvaibleGangs.js as well but its not related to my problem.

Before versions of code while i was close to complete the all functions, i was able to get console.log like this
",20440053.0,,20440053.0,,2024-10-30 04:06:00,2024-10-30 04:06:00,Cant print username on react,<reactjs><web-frontend><react-fullstack>,0,8,,,,CC BY-SA 4.0,"gang
import React, { useEffect } from 'react';
import GangDetails from './GangDetails';
import AvailableGangs from './AvailableGangs';
import useGangsStore from '../store/gangsStore';
import { fetchUserId, fetchUserGang } from '../services/gangsService';

const Gangs = () => {
  const { userGang, setUserId, setUserGang, setGangs, setLoading, setMessage } = useGangsStore();

  useEffect(() => {
    const fetchData = async () => {
      try {
        const { userId } = await fetchUserId();
        setUserId(userId);

        const userGangData = await fetchUserGang(userId);
        if (userGangData && userGangData.id) {
          setUserGang(userGangData);
        } else if (userGangData && userGangData.gangs) {
          setGangs(userGangData.gangs);
          setUserGang(null);
        } else {
          setUserGang(null);
          setMessage('No gang or available gangs found.');
        }
      } catch (error) {
        console.error('Error fetching user or gang data:', error);
        setMessage('Error fetching user information.');
      } finally {
        setLoading(false);  // Important to stop loading
      }
    };

    fetchData();
  }, [setUserId, setUserGang, setGangs, setLoading, setMessage]);


  return (
    <div>
      <h2>Gangs</h2>
      {userGang ? <GangDetails /> : <AvailableGangs />}
    </div>
  );
};

export default Gangs;

// frontend/src/components/GangDetails.js
import React from 'react';
import useGangsStore from '../store/gangsStore';
import {
  promoteGangMember,
  degradeGangMember,
  fireGangMembers,
  disbandGang,
  quitGang,
} from '../services/gangsService';

const GangDetails = () => {
  const { userGang, userId, gangJoinRequests, setMessage } = useGangsStore();
  console.log('GangDetails userGang:', userGang?.members);

  return (
    <div>
      <h3>Your Gang</h3>
      <p>Gang Name: {userGang.name}</p>
      <p>Leader Username: {userGang.leader_name}</p>
      <p>Members Count: {userGang.members_count}</p>

      <div>
        <b>Members:</b>
        <div>
          {userGang.members && userGang.members.length > 0 ? (
            userGang.members.map((member, index) => (
              <div key={index} style={{ display: 'flex', alignItems: 'center' }}>
                <span>{member.username || 'Unnamed Member'} ({member.role || 'No Role'})</span>
                {userGang.leader_id === userId && member.role !== 'leader' && (
                  <>
                    <button onClick={() => fireGangMembers(userGang.id, member.username)}>
                      Fire!
                    </button>
                    <button onClick={() => promoteGangMember(member.username)}>
                      Promote to Crew
                    </button>
                    <button onClick={() => degradeGangMember(member.username)}>
                      Degrade to Member
                    </button>
                  </>
                )}
              </div>
            ))
          ) : (
            <p>No members found</p>
          )}
        </div>
      </div>

      {userGang.leader_id !== userId && (
        <button onClick={quitGang}>Quit Gang</button>
      )}

      {userGang.leader_id === userId && (
        <>
          <p><u>Join Requests:</u></p>
          {gangJoinRequests.length > 0 ? (
            gangJoinRequests.map((username, index) => (
              <div key={index}>
                <span>{username}</span>
                <button>Accept</button>
                <button>Decline</button>
              </div>
            ))
          ) : (
            <p>No join requests</p>
          )}
          <button onClick={disbandGang}>Disband Gang</button>
        </>
      )}
    </div>
  );
};

export default GangDetails;

import { create } from 'zustand';

const useGangsStore = create((set) => ({
  gangs: [],
  userGang: null,
  gangName: '',
  message: '',
  userId: null,
  loading: true,
  gangJoinRequests: [],
  username: '',

  setGangs: (gangs) => set({ gangs }),
  setUserGang: (userGang) => set({ userGang }),
  setGangName: (gangName) => set({ gangName }),
  setMessage: (message) => set({ message }),
  setUserId: (userId) => set({ userId }),
  setLoading: (loading) => set({ loading }),
  setGangJoinRequests: (requests) => set({ gangJoinRequests: requests }),
  setUsername: (username) => set({ username }),
}));

export default useGangsStore;
",['https://i.sstatic.net/LhIKBj2d.png']
306,79139318,1,79140436.0,,2024-10-30 00:11:16,,2,42,"I'm unable to figure out the problem. I'm exporting a function that serves the current authenticated user object (if present). I'm then using this user object to determine the addition of a nav link. This error won't go away no matter how much I've reformed the reference.
This is the function definition @/app/hooks/use-auth-user.ts
'use client';
import {
    fetchAuthSession,
    fetchUserAttributes,
    getCurrentUser,
} from 'aws-amplify/auth';
import { useEffect, useState } from 'react';

export default function UseAuthUser() {
    const [user, setUser] = useState<Record<string, any>>();

useEffect(() => {
    async function getUser() {
        const session = await fetchAuthSession();
        if (!session.tokens) {
            return;
        }

        const user = {
            ...(await getCurrentUser()),
            ...(await fetchUserAttributes()),
            isAdmin: false,
        };

        const groups = session.tokens.accessToken.payload['cognito:groups'];
        // @ts-ignore
        user.isAdmin = Boolean(groups && groups.includes('administrators'));
        setUser(user);
    }

    getUser();
}, []);

return user;
}

And Here is the function that I'm referencing it from @/app/lib/menus.ts
import UseAuthUser from '@/app/hooks/use-auth-user';

export function getResourceMenu(): Menu {
const user = UseAuthUser();
let links: Menu = [
    { name: 'Privacy Policy', href: '/privacy' },
    { name: 'Terms & Conditions', href: '/terms-and-conditions' },
    { name: 'Member Portal', href: '/auth/login' },
];

if (user) {
    links.push({ name: 'Dashboard', href: '/dashboard' });
}

return links;
}

I'm attaching a screenshot of the error here:
Error: (0 , _app_hooks_use_auth_user__WEBPACK_IMPORTED_MODULE_0__.default) is not a function


I'd love some input on where I'm going wrong here because obviously - I am.
",2793703.0,,2793703.0,,2024-10-30 02:12:02,2024-10-30 09:22:36,Why is Next.js throwing Error: WEBPACK_IMPORTED_MODULE is not a function?,<javascript><typescript><next.js><amazon-cognito>,1,3,,,,CC BY-SA 4.0,"'use client';
import {
    fetchAuthSession,
    fetchUserAttributes,
    getCurrentUser,
} from 'aws-amplify/auth';
import { useEffect, useState } from 'react';

export default function UseAuthUser() {
    const [user, setUser] = useState<Record<string, any>>();

useEffect(() => {
    async function getUser() {
        const session = await fetchAuthSession();
        if (!session.tokens) {
            return;
        }

        const user = {
            ...(await getCurrentUser()),
            ...(await fetchUserAttributes()),
            isAdmin: false,
        };

        const groups = session.tokens.accessToken.payload['cognito:groups'];
        // @ts-ignore
        user.isAdmin = Boolean(groups && groups.includes('administrators'));
        setUser(user);
    }

    getUser();
}, []);

return user;
}

import UseAuthUser from '@/app/hooks/use-auth-user';

export function getResourceMenu(): Menu {
const user = UseAuthUser();
let links: Menu = [
    { name: 'Privacy Policy', href: '/privacy' },
    { name: 'Terms & Conditions', href: '/terms-and-conditions' },
    { name: 'Member Portal', href: '/auth/login' },
];

if (user) {
    links.push({ name: 'Dashboard', href: '/dashboard' });
}

return links;
}

Error: (0 , _app_hooks_use_auth_user__WEBPACK_IMPORTED_MODULE_0__.default) is not a function
",['https://i.sstatic.net/VTAkvith.png']
313,79139152,1,,,2024-10-29 22:14:19,,0,33,"Issue: LineAmountType is not changing when I use POST api to update an invoices that is in 'DRAFT' status. Is it my mistake or XeroAPI mistake?
Procedure:
Post API: https://api.xero.com/api.xro/2.0/invoices/0463f612-d64d-4ca6-94d9-b8fe69ead528
Body:
{
""Status"": ""DRAFT"",
""LineAmountType"": ""Exclusive""
}
Response:

",5817174.0,,5817174.0,,2024-10-31 00:06:04,2024-10-31 00:06:04,Is there a way to update LineAmountType in invoice using Xero api?,<postman><xero-api>,1,0,,,,CC BY-SA 4.0,,['https://i.sstatic.net/2fKsmudM.png']
346,79138460,1,,,2024-10-29 18:06:06,,0,25,"I'm new to Maven projects and I try to add icon to my jframe. I have already the files inside the resources file (I made it myself as it wasn't created). I've uploaded some icons but they don't show up. What am I missing?
pom.xml
<build>
    <resources>
     <resource>
       <directory>src/main/resources</directory>
     </resource>
   </resources>
    <pluginManagement><!-- lock down plugins versions to avoid using Maven defaults (may be moved to parent pom) -->
      <plugins>
[...]
</build>


",5028394.0,,11688070.0,,2024-10-29 19:04:37,2024-10-29 19:38:34,Maven project can't locate resources file,<maven>,1,0,,,,CC BY-SA 4.0,"<build>
    <resources>
     <resource>
       <directory>src/main/resources</directory>
     </resource>
   </resources>
    <pluginManagement><!-- lock down plugins versions to avoid using Maven defaults (may be moved to parent pom) -->
      <plugins>
[...]
</build>
",['https://i.sstatic.net/0kzoXYrC.jpg']
360,79138170,1,,,2024-10-29 16:39:39,,-1,57,"I have 2 queries and one of them has an inner query.
I think the second one is faster because in the first query, first load all Genre second apply where condition and top 1 on it, but when execution plan obtained, both queries have the same cost.
anyone can explain?
SELECT TOP(1) *
FROM (
    selecT * from Movie.Genre 
) AS [e]
WHERE [e].[IsDeleted] = CAST(0 AS bit) AND [e].[LastEditDateTime] IS NOT NULL
go  

selecT TOP(1) * 
from Movie.Genre e
where  [e].[IsDeleted] = CAST(0 AS bit) AND [e].[LastEditDateTime] IS NOT NULL


i expect second query execute faster and has less cost.
",8310837.0,,,,,2024-10-29 16:39:39,Why these 2 query have same execution plan?,<sql><sql-server><subquery><inner-query>,0,3,,,,CC BY-SA 4.0,"SELECT TOP(1) *
FROM (
    selecT * from Movie.Genre 
) AS [e]
WHERE [e].[IsDeleted] = CAST(0 AS bit) AND [e].[LastEditDateTime] IS NOT NULL
go  

selecT TOP(1) * 
from Movie.Genre e
where  [e].[IsDeleted] = CAST(0 AS bit) AND [e].[LastEditDateTime] IS NOT NULL
",['https://i.sstatic.net/EDy3Vp5Z.png']
401,79137268,1,,,2024-10-29 12:42:59,,0,19,"I am creating a language extension, we don't use 1st column in this language purposely. So My language code start from 2nd column only. Now when I comment using ""CTRL+/"" (comment toggling) language code statement, Comment indicator (!) goes to first column (which is invalid in my language), my code shift by 1 column to right side.
I have to explicitly move comment indicator to 2nd column. then only comments are recognised by Textmate grammar. Please checkout the below image.

Is there a way to configure such thing in vscode language extension.
",3459770.0,,,,,2024-10-29 20:57:06,"In VSCode language extension while comment toggling, comment indicator goes to 1 column left side from cursor pointer",<visual-studio-code><vscode-extensions><language-extension>,1,0,,,,CC BY-SA 4.0,,['https://i.sstatic.net/6HixI1gB.png']
426,79136777,1,,,2024-10-29 10:25:23,,0,36,"I installed MacTeX from Homebrew by running the command:
brew install --cask mactex

Then, in IntelliJ IDEA CE I installed the TeXify and PDFView plugin.
When I try to create my first LaTeX-based project, it creates, but a background process appears that never ends: Updatind indexes

Is there a way to fix this, or do I need to install something else?
",5587982.0,,,,,2024-10-30 10:25:08,"TeXify with IntelliJ IDEA for Mac M1 (Silicon) remains in an endless background process: ""Updating indexes""",<intellij-idea><latex><apple-silicon>,1,6,,,,CC BY-SA 4.0,"brew install --cask mactex

Updatind indexes",['https://i.sstatic.net/fYDRrB6t.png']
432,79136659,1,79140978.0,,2024-10-29 09:56:42,,0,25,"In VSCode, I want to move the primary side bar to the bottom, so that it's easier to use VSCode in a profile-oriented monitor. Is this possible either in the settings or with an extension?
Note that I am not talking about the activity bar. I'm talking about the primary side bar, as described here:

By default, the Primary Side Bar is located on the left of the workbench and shows views such as the Explorer, Search, and Source Control views


I want to use a profile-oriented monitor, but having the sidebar on the side takes up ~1/3 of my screen. It'd be much more economical to have it on the bottom.
",14555505.0,,9938317.0,,2024-10-29 10:42:10,2024-10-30 11:49:01,VSCode move primary side bar to bottom (*not* the activity bar),<visual-studio-code><ide>,1,7,,,,CC BY-SA 4.0,,['https://i.sstatic.net/GZTRBlQE.png']
618,79132115,1,,,2024-10-28 05:08:55,,0,11,"I'm doing some old codelab on testing here, But in the codelab it uses Roboelectric in UnitTest folder, but when I run that it stuck on this part

Here's the code.
@RunWith(AndroidJUnit4::class)
class TasksViewModelTest {

    // Subject under test
    private lateinit var tasksViewModel: TasksViewModel

    // Executes each task synchronously using Architecture Components.
    @get:Rule
    var instantExecutorRule = InstantTaskExecutorRule()

    @Before
    fun setupViewModel() {
        tasksViewModel = TasksViewModel(ApplicationProvider.getApplicationContext())
    }


    @Test
    fun addNewTask_setsNewTaskEvent() {

        // When adding a new task
        tasksViewModel.addNewTask()

        // Then the new task event is triggered
        val value = tasksViewModel.newTaskEvent.getOrAwaitValue()
        assertThat(
            value.getContentIfNotHandled(), (not(nullValue()))
        )
    }

    @Test
    fun getTasksAddViewVisible() {

        // When the filter type is ALL_TASKS
        tasksViewModel.setFiltering(TasksFilterType.ALL_TASKS)

        // Then the ""Add task"" action is visible
        assertThat(tasksViewModel.tasksAddViewVisible.getOrAwaitValue(), `is`(true))
    }

}

Well I know that the purpose of the UnitTest is to run the test faster, I on the later codelab it stated that it's faster to mock / fake the repository and pass it to the viewModel rather than using context and instantiate the viewModel (which remove the AndroidJUnit4 test runner) and remove the roboelectric test that takes ages to run.

My question is that so does the Roboelectric fall into the Instrumented test (which belong to the AndroidTest folder) or the unitTest, because it seems I can't run the test because it hang indefinately.

Also my other question, is how to setup your physical device for instrument and end to end testing efficiently. In many cases, you need to install the app, activate the Display pop up windows while running background for each app and run the testing. Does there any alternative way of doing the instrument / end to end testing in the physical device?


Thanks for reading this. And It will probably my reminder to doing testing in the future
I look up at some SO question about running test on physical device, but none of that are satisfy my question.
",25308566.0,,,,,2024-10-28 05:08:55,Run Roboelectric in Unit Testing and Most Efficient way to perform instrument test at physical device,<android><robolectric><instrumented-test>,0,0,,,,CC BY-SA 4.0,"@RunWith(AndroidJUnit4::class)
class TasksViewModelTest {

    // Subject under test
    private lateinit var tasksViewModel: TasksViewModel

    // Executes each task synchronously using Architecture Components.
    @get:Rule
    var instantExecutorRule = InstantTaskExecutorRule()

    @Before
    fun setupViewModel() {
        tasksViewModel = TasksViewModel(ApplicationProvider.getApplicationContext())
    }


    @Test
    fun addNewTask_setsNewTaskEvent() {

        // When adding a new task
        tasksViewModel.addNewTask()

        // Then the new task event is triggered
        val value = tasksViewModel.newTaskEvent.getOrAwaitValue()
        assertThat(
            value.getContentIfNotHandled(), (not(nullValue()))
        )
    }

    @Test
    fun getTasksAddViewVisible() {

        // When the filter type is ALL_TASKS
        tasksViewModel.setFiltering(TasksFilterType.ALL_TASKS)

        // Then the ""Add task"" action is visible
        assertThat(tasksViewModel.tasksAddViewVisible.getOrAwaitValue(), `is`(true))
    }

}

Display pop up windows while running background",['https://i.sstatic.net/EXxgbgZP.png']
655,79131431,1,,,2024-10-27 20:21:59,,0,26,"I am making use of prisma ORM to connect to my database and create table to read or write data to the table using postgres server. I was able to follow the prisma get started tutorial prisma-get-started and and successfully created 3 tables, when I use prisma-client to read data from the tables in my code it successfully return data for me.
My schema
DATABASE_URL=""postgresql://jideotetic:Jideotetic012345$@localhost:5432/mini_message_board?schema=public""
generator client {
  provider = ""prisma-client-js""
}

datasource db {
  provider = ""postgresql""
  url      = env(""DATABASE_URL"")
}

model Post {
  id        Int      @id @default(autoincrement())
  createdAt DateTime @default(now())
  updatedAt DateTime @updatedAt
  title     String   @db.VarChar(255)
  content   String?
  published Boolean  @default(false)
  author    User     @relation(fields: [authorId], references: [id])
  authorId  Int
}

model Profile {
  id     Int     @id @default(autoincrement())
  bio    String?
  user   User    @relation(fields: [userId], references: [id])
  userId Int     @unique
}

model User {
  id      Int      @id @default(autoincrement())
  email   String   @unique
  name    String?
  posts   Post[]
  profile Profile?
}

My index.ts
import { PrismaClient } from ""@prisma/client"";

const prisma = new PrismaClient();

async function main() {
    const allUsers = await prisma.user.findMany({
        include: {
            posts: true,
            profile: true,
        },
    });
    console.dir(allUsers, { depth: null });
}

main()
    .then(async () => {
        await prisma.$disconnect();
    })
    .catch(async (e) => {
        console.error(e);
        await prisma.$disconnect();
        process.exit(1);
    });

The response
[
  {
    id: 1,
    email: 'alice@prisma.io',
    name: 'Alice',
    posts: [
      {
        id: 1,
        createdAt: 2024-10-27T19:06:37.382Z,
        updatedAt: 2024-10-27T19:20:26.176Z,
        title: 'Hello World',
        id: 1,
        createdAt: 2024-10-27T19:06:37.382Z,
        updatedAt: 2024-10-27T19:20:26.176Z,
        title: 'Hello World',
        title: 'Hello World',
        content: null,
        published: true,
        authorId: 1
      }
    profile: { id: 1, bio: 'I like turtles', userId: 1 }
  }
]

The issue I am having is that when I open my PgAdmin4 for postgres and connect to my database, I can see those 3 tables in my schema view but when I use a select statement to query data from the table it keeps returning an error that the table cannot be found

Other tables I created using the GUI are working fine, I need assistance on how I can get this working...I can provide further clarifications if needed.
",19175054.0,,,,,2024-10-27 20:21:59,PgAdmin4 unable to query or view data generated in a table by prisma,<sql><node.js><postgresql><orm><prisma>,0,1,,,,CC BY-SA 4.0,"prisma
prisma-client
DATABASE_URL=""postgresql://jideotetic:Jideotetic012345$@localhost:5432/mini_message_board?schema=public""
generator client {
  provider = ""prisma-client-js""
}

datasource db {
  provider = ""postgresql""
  url      = env(""DATABASE_URL"")
}

model Post {
  id        Int      @id @default(autoincrement())
  createdAt DateTime @default(now())
  updatedAt DateTime @updatedAt
  title     String   @db.VarChar(255)
  content   String?
  published Boolean  @default(false)
  author    User     @relation(fields: [authorId], references: [id])
  authorId  Int
}

model Profile {
  id     Int     @id @default(autoincrement())
  bio    String?
  user   User    @relation(fields: [userId], references: [id])
  userId Int     @unique
}

model User {
  id      Int      @id @default(autoincrement())
  email   String   @unique
  name    String?
  posts   Post[]
  profile Profile?
}

import { PrismaClient } from ""@prisma/client"";

const prisma = new PrismaClient();

async function main() {
    const allUsers = await prisma.user.findMany({
        include: {
            posts: true,
            profile: true,
        },
    });
    console.dir(allUsers, { depth: null });
}

main()
    .then(async () => {
        await prisma.$disconnect();
    })
    .catch(async (e) => {
        console.error(e);
        await prisma.$disconnect();
        process.exit(1);
    });

[
  {
    id: 1,
    email: 'alice@prisma.io',
    name: 'Alice',
    posts: [
      {
        id: 1,
        createdAt: 2024-10-27T19:06:37.382Z,
        updatedAt: 2024-10-27T19:20:26.176Z,
        title: 'Hello World',
        id: 1,
        createdAt: 2024-10-27T19:06:37.382Z,
        updatedAt: 2024-10-27T19:20:26.176Z,
        title: 'Hello World',
        title: 'Hello World',
        content: null,
        published: true,
        authorId: 1
      }
    profile: { id: 1, bio: 'I like turtles', userId: 1 }
  }
]
",['https://i.sstatic.net/2f4Hgd7M.png']
